Year,Cons_pc_Beer,Cons_pc_Wine,Cons_pc_Spirits,Cons_pc_Alkohol,Exp_pc_Beer ,Exp_pc_Wine ,Exp_pc_Spirits ,Exp_pc_Alkohol ,Exp_pc_Total ,Exp_pc_Residual ,Prices_Beer,Prices_Wine,Prices_Spirits,Prices_Alcohol,CPI_Beer,CPI_Wine,CPI_Spirits,CPI_Alcohol,CPI_AllGoods,Population ('000),Real GDPPC,Cond_Bugdget_Shares_Beer,Cond_Bugdget_Shares_Wine,Cond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Beer,Uncond_Bugdget_Shares_Wine,Uncond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Alcohol,Volume_Shares_Beer,Volume_Shares_Wine,Volume_Shares_Spirits,Exchange_Rate,Expenditure_pc_USD_Beer ,Expenditure_pc_USD_Wine ,Expenditure_pc_USD_Spirits ,Expenditure_pc_USD_Alcohol ,Expenditure_pc_USD_Total ,Expenditure_pc_USD_Residuals ,Price_USD_Beer,Price_USD_Wine,Price_USD_Spirits,Price_USD_Alcohol,Country
1999,1.35,5.65,0.50,7.50,141.78,327.87,80.13,549.79,12316.93,11767.15,104.86,58.05,161.43,73.34,68.38,70.36,75.26,70.74,73.28,57603.63,18140.52,0.26,0.60,0.15,0.01,0.03,0.01,0.04,0.18,0.75,0.07,0.94,,,,,13122.28,12536.55,111.71,61.84,171.99,78.13,Italy
2000,1.40,6.05,0.92,8.37,150.56,355.59,149.78,655.93,13002.32,12346.39,107.17,58.80,163.41,78.37,69.89,71.27,76.18,71.75,75.13,57719.34,18761.37,0.23,0.54,0.23,0.01,0.03,0.01,0.05,0.17,0.72,0.11,1.09,138.72,327.61,137.99,604.32,11979.28,11374.96,98.74,54.17,150.55,72.21,Italy
2001,1.45,5.94,0.92,8.31,160.69,358.80,153.15,672.64,13396.82,12724.18,110.88,60.38,166.92,80.95,72.31,73.19,77.81,73.36,77.22,57844.92,19062.44,0.24,0.53,0.23,0.01,0.03,0.01,0.05,0.17,0.72,0.11,1.12,143.79,321.07,137.05,601.91,11988.10,11386.19,99.22,54.03,149.36,72.44,Italy
2002,1.41,5.61,0.92,7.94,159.94,348.62,156.27,664.83,13771.79,13106.96,113.66,62.12,170.21,83.76,74.12,75.30,79.35,75.38,79.12,57927.00,19100.47,0.24,0.52,0.24,0.01,0.03,0.01,0.05,0.18,0.71,0.12,1.06,150.53,328.09,147.07,625.69,12961.06,12335.37,106.97,58.47,160.19,78.83,Italy
2003,1.50,5.55,0.92,7.97,175.60,362.56,159.15,697.31,14267.95,13570.64,116.90,65.28,173.28,87.45,76.23,79.13,80.78,78.00,81.24,57998.35,19006.71,0.25,0.52,0.23,0.01,0.03,0.01,0.05,0.19,0.70,0.12,0.89,198.19,409.19,179.62,787.00,16103.16,15316.16,131.94,73.68,195.57,98.69,Italy
2004,1.48,5.31,0.92,7.71,176.75,354.05,162.22,693.02,14741.35,14048.33,119.68,66.61,176.57,89.88,78.05,80.75,82.31,80.32,83.04,58057.48,19210.52,0.26,0.51,0.23,0.01,0.02,0.01,0.05,0.19,0.69,0.12,0.80,219.77,440.21,201.70,861.68,18328.93,17467.26,148.81,82.83,219.54,111.75,Italy
2005,1.49,5.02,0.92,7.43,183.81,337.24,164.50,685.55,15237.97,14552.42,123.70,67.11,178.98,92.27,80.66,81.35,83.44,81.43,84.70,58103.03,19283.73,0.27,0.49,0.24,0.01,0.02,0.01,0.04,0.20,0.68,0.12,0.80,228.75,419.68,204.71,853.13,18963.00,18109.87,153.94,83.52,222.73,114.82,Italy
2006,1.51,4.90,0.84,7.25,196.08,330.99,153.23,680.30,15851.60,15171.30,129.72,67.61,182.05,93.85,84.59,81.96,84.87,82.64,86.46,58133.51,19629.61,0.29,0.49,0.23,0.01,0.02,0.01,0.04,0.21,0.68,0.12,0.80,246.29,415.75,192.46,854.50,19910.52,19056.03,162.94,84.93,228.67,117.88,Italy
2007,1.55,4.91,0.72,7.19,207.67,337.08,134.51,679.26,16396.43,15717.17,133.58,68.61,186.44,94.49,87.11,83.17,86.91,84.06,88.03,58147.73,19841.54,0.31,0.50,0.20,0.01,0.02,0.01,0.04,0.22,0.68,0.10,0.73,284.67,462.07,184.39,931.12,22475.99,21544.86,183.11,94.05,255.57,129.52,Italy
2008,1.47,4.65,0.72,6.84,204.63,334.35,139.45,678.43,16723.46,16045.02,139.30,71.94,193.24,99.21,90.84,87.20,90.08,87.29,91.00,58145.32,19460.50,0.30,0.49,0.21,0.01,0.02,0.01,0.04,0.21,0.68,0.11,0.68,300.46,490.92,204.75,996.13,24554.83,23558.69,204.53,105.62,283.73,145.67,Italy
2009,1.40,4.12,0.72,6.24,200.10,298.87,143.14,642.11,16408.15,15766.04,142.85,72.60,198.28,102.92,93.15,88.00,92.43,89.71,91.68,58126.00,18278.63,0.31,0.47,0.22,0.01,0.02,0.01,0.04,0.22,0.66,0.12,0.72,278.64,416.17,199.32,894.13,22848.29,21954.16,198.91,101.10,276.11,143.31,Italy
2010,1.43,3.83,0.72,5.98,206.74,280.65,143.84,631.23,16514.42,15883.19,144.85,73.35,199.16,105.64,94.46,88.91,92.84,90.82,93.10,59277.42,18520.43,0.33,0.44,0.23,0.01,0.02,0.01,0.04,0.24,0.64,0.12,0.75,274.15,372.15,190.73,837.03,21898.61,21061.58,192.08,97.27,264.09,140.08,Italy
2011,1.45,3.83,0.72,6.00,217.05,289.00,147.84,653.90,16962.03,16308.13,149.33,75.51,204.64,108.93,97.38,91.53,95.40,92.23,95.65,59379.45,18587.64,0.33,0.44,0.23,0.01,0.02,0.01,0.04,0.24,0.64,0.12,0.72,302.02,402.14,205.71,909.87,23601.88,22692.01,207.79,105.07,284.75,151.57,Italy
2012,1.46,4.29,0.68,6.44,220.28,335.00,141.07,696.35,16690.12,15993.77,150.57,78.01,207.49,108.18,98.19,94.56,96.73,95.16,98.56,59539.72,17886.18,0.32,0.48,0.20,0.01,0.02,0.01,0.04,0.23,0.67,0.11,0.78,283.22,430.71,181.38,895.31,21458.97,20563.65,193.59,100.30,266.78,139.08,Italy
2013,1.46,4.19,0.68,6.33,223.41,342.92,144.33,710.66,16395.29,15684.63,152.58,81.92,212.10,112.25,99.50,99.29,98.88,98.08,99.76,59831.09,17498.22,0.31,0.48,0.20,0.01,0.02,0.01,0.04,0.23,0.66,0.11,0.75,296.65,455.33,191.64,943.61,21769.77,20826.15,202.59,108.77,281.63,149.05,Italy
2014,1.49,4.28,0.74,6.52,148.68,206.55,67.15,422.38,16549.58,16127.20,99.68,48.21,90.57,64.80,100.00,100.00,100.00,100.00,100.00,59788.67,17434.27,0.35,0.49,0.16,0.01,0.01,0.00,0.03,0.23,0.66,0.11,0.75,197.25,274.04,89.09,560.39,21956.86,21396.47,132.25,63.96,120.16,85.98,Italy
1970,1.31,0.01,1.12,2.43,87.62,0.68,133.73,222.02,350701.35,350479.33,67.13,87.42,119.44,91.27,43.78,105.97,55.68,,31.79,104344.97,9713.95,0.39,0.00,0.60,0.00,0.00,0.00,0.00,0.54,0.00,0.46,358.15,0.24,0.00,0.37,0.62,979.20,978.58,0.19,0.24,0.33,0.25,Japan
1971,1.33,0.01,1.11,2.44,95.19,0.39,138.58,234.17,390405.62,390171.45,71.60,62.18,125.07,95.82,46.69,75.38,58.30,,33.81,105696.79,10040.32,0.41,0.00,0.59,0.00,0.00,0.00,0.00,0.54,0.00,0.45,347.48,0.27,0.00,0.40,0.67,1123.53,1122.86,0.21,0.18,0.36,0.28,Japan
1972,1.47,0.01,1.15,2.63,105.83,0.55,155.58,261.96,444357.25,444095.29,71.87,60.26,135.15,99.50,46.87,73.04,63.00,,35.44,107188.27,10733.60,0.40,0.00,0.59,0.00,0.00,0.00,0.00,0.56,0.00,0.44,303.08,0.35,0.00,0.51,0.86,1466.14,1465.27,0.24,0.20,0.45,0.33,Japan
1973,1.59,0.02,1.24,2.85,116.21,1.67,187.68,305.56,529472.81,529167.25,73.05,74.14,151.49,107.13,47.64,89.87,70.62,,39.56,108706.80,11433.80,0.38,0.01,0.61,0.00,0.00,0.00,0.00,0.56,0.01,0.43,270.89,0.43,0.01,0.69,1.13,1954.57,1953.44,0.27,0.27,0.56,0.40,Japan
1974,1.48,0.05,1.31,2.84,122.99,2.29,243.12,368.40,631682.19,631313.78,82.95,50.39,185.09,129.64,54.09,61.08,86.28,,48.73,110162.30,11144.52,0.33,0.01,0.66,0.00,0.00,0.00,0.00,0.52,0.02,0.46,291.53,0.42,0.01,0.83,1.26,2166.78,2165.52,0.28,0.17,0.63,0.44,Japan
1975,1.57,0.02,1.41,3.00,140.75,0.77,308.86,450.38,724993.34,724542.96,89.43,36.86,219.09,149.90,58.32,44.68,102.13,,54.47,111573.12,11343.78,0.31,0.00,0.69,0.00,0.00,0.00,0.00,0.52,0.01,0.47,296.69,0.47,0.00,1.04,1.52,2443.61,2442.09,0.30,0.12,0.74,0.51,Japan
1976,1.48,0.03,1.53,3.04,150.13,1.58,361.51,513.21,810518.18,810004.97,101.35,55.47,236.08,168.76,66.09,67.24,110.05,,59.59,112774.84,11668.97,0.29,0.00,0.70,0.00,0.00,0.00,0.00,0.49,0.01,0.50,296.38,0.51,0.01,1.22,1.73,2734.73,2732.99,0.34,0.19,0.80,0.57,Japan
1977,1.70,0.04,1.65,3.38,173.23,2.19,381.06,556.49,897461.73,896905.24,102.15,61.71,230.55,164.44,66.62,74.80,107.47,,64.43,113872.47,12063.85,0.31,0.00,0.68,0.00,0.00,0.00,0.00,0.50,0.01,0.49,267.80,0.65,0.01,1.42,2.08,3351.24,3349.16,0.38,0.23,0.86,0.61,Japan
1978,1.73,0.04,1.71,3.48,190.13,2.69,422.50,615.32,979389.38,978774.06,109.77,76.25,247.21,177.00,71.58,92.42,115.24,,67.15,114912.91,12584.88,0.31,0.00,0.69,0.00,0.00,0.00,0.00,0.50,0.01,0.49,208.42,0.91,0.01,2.03,2.95,4699.11,4696.16,0.53,0.37,1.19,0.85,Japan
1979,1.82,0.04,1.80,3.67,205.07,4.28,467.69,677.04,1071307.88,1070630.84,112.56,99.53,259.29,184.55,73.40,120.64,120.87,,69.63,115890.43,13163.10,0.30,0.01,0.69,0.00,0.00,0.00,0.00,0.50,0.01,0.49,219.02,0.94,0.02,2.14,3.09,4891.37,4888.28,0.51,0.45,1.18,0.84,Japan
1980,1.76,0.05,1.92,3.72,217.06,4.23,481.66,702.94,1154921.42,1154218.48,123.46,87.56,251.48,188.88,80.51,106.13,117.23,,75.07,116807.31,13427.73,0.31,0.01,0.69,0.00,0.00,0.00,0.00,0.47,0.01,0.51,226.63,0.96,0.02,2.13,3.10,5096.07,5092.96,0.54,0.39,1.11,0.83,Japan
1981,1.82,0.05,1.93,3.80,247.06,4.32,497.49,748.87,1219946.05,1219197.19,135.56,92.06,257.37,196.95,88.40,111.59,119.98,,78.76,117648.09,13754.45,0.33,0.01,0.66,0.00,0.00,0.00,0.00,0.48,0.01,0.51,220.63,1.12,0.02,2.25,3.39,5529.38,5525.98,0.61,0.42,1.17,0.89,Japan
1982,1.88,0.05,2.07,4.00,263.38,4.84,530.13,798.36,1300444.14,1299645.78,140.39,92.14,255.63,199.47,91.55,111.69,119.17,,80.90,118454.97,14078.37,0.33,0.01,0.66,0.00,0.00,0.00,0.00,0.47,0.01,0.52,249.06,1.06,0.02,2.13,3.21,5221.41,5218.20,0.56,0.37,1.03,0.80,Japan
1983,1.91,0.06,2.29,4.26,271.42,5.82,576.18,853.42,1359815.17,1358961.76,142.42,92.14,251.77,200.46,92.87,111.69,117.37,,82.42,119269.95,14306.87,0.32,0.01,0.68,0.00,0.00,0.00,0.00,0.45,0.01,0.54,237.55,1.14,0.02,2.43,3.59,5724.33,5720.74,0.60,0.39,1.06,0.84,Japan
1984,1.81,0.07,2.58,4.46,293.34,6.59,702.75,1002.67,1420525.63,1419522.96,161.74,101.15,272.05,224.72,105.47,122.61,126.82,,84.30,120034.70,14772.59,0.29,0.01,0.70,0.00,0.00,0.00,0.00,0.41,0.01,0.58,237.45,1.24,0.03,2.96,4.22,5982.42,5978.20,0.68,0.43,1.15,0.95,Japan
1985,1.83,0.06,2.51,4.40,305.11,6.29,682.40,993.80,1492751.68,1491757.88,167.07,104.23,272.03,226.12,108.95,126.34,126.81,,86.02,120754.34,15331.25,0.31,0.01,0.69,0.00,0.00,0.00,0.00,0.42,0.01,0.57,238.47,1.28,0.03,2.86,4.17,6259.70,6255.54,0.70,0.44,1.14,0.95,Japan
1986,1.95,0.05,2.51,4.51,326.20,4.92,680.75,1011.87,1545162.96,1544151.10,167.42,104.47,271.21,224.58,109.18,126.63,126.43,,86.54,121491.91,15679.38,0.32,0.00,0.67,0.00,0.00,0.00,0.00,0.43,0.01,0.56,168.35,1.94,0.03,4.04,6.01,9178.28,9172.27,0.99,0.62,1.61,1.33,Japan
1987,2.10,0.07,2.43,4.59,352.61,6.89,809.24,1168.75,1609230.40,1608061.66,167.89,104.47,333.63,254.53,109.49,126.63,155.53,,86.66,122091.33,16251.29,0.30,0.01,0.69,0.00,0.00,0.00,0.00,0.46,0.01,0.53,144.60,2.44,0.05,5.60,8.08,11128.84,11120.76,1.16,0.72,2.31,1.76,Japan
1988,2.28,0.09,2.65,5.02,384.16,9.40,855.59,1249.14,1691925.54,1690676.40,168.41,104.47,323.01,248.84,109.82,126.63,150.58,,87.24,122613.00,17184.64,0.31,0.01,0.68,0.00,0.00,0.00,0.00,0.45,0.02,0.53,128.17,3.00,0.07,6.68,9.75,13200.64,13190.89,1.31,0.82,2.52,1.94,Japan
1989,2.36,0.10,2.26,4.72,392.71,10.22,766.73,1169.66,1802480.32,1801310.66,166.49,105.26,338.85,247.88,108.57,127.59,157.96,,89.23,123107.50,17942.51,0.34,0.01,0.66,0.00,0.00,0.00,0.00,0.50,0.02,0.48,138.07,2.84,0.07,5.55,8.47,13054.83,13046.36,1.21,0.76,2.45,1.80,Japan
1990,2.45,0.10,2.37,4.92,422.85,10.59,909.04,1342.47,1938023.93,1936681.46,172.55,105.57,383.73,272.87,112.52,127.97,178.88,,91.93,123537.40,18789.07,0.31,0.01,0.68,0.00,0.00,0.00,0.00,0.50,0.02,0.48,145.00,2.92,0.07,6.27,9.26,13365.68,13356.42,1.19,0.73,2.65,1.88,Japan
1991,2.70,0.09,2.25,5.03,472.01,9.41,870.44,1351.86,2028707.89,2027356.03,174.89,105.57,387.60,268.56,114.05,127.97,180.69,,94.97,123946.27,19347.10,0.35,0.01,0.64,0.00,0.00,0.00,0.00,0.54,0.02,0.45,134.59,3.51,0.07,6.47,10.04,15073.24,15063.20,1.30,0.78,2.88,2.00,Japan
1992,2.73,0.08,2.24,5.05,477.02,8.65,807.17,1292.84,2100211.25,2098918.41,174.62,105.81,360.17,255.77,113.87,128.26,167.90,,96.59,124329.27,19440.30,0.37,0.01,0.62,0.00,0.00,0.00,0.00,0.54,0.02,0.44,126.78,3.76,0.07,6.37,10.20,16565.79,16555.60,1.38,0.83,2.84,2.02,Japan
1993,2.75,0.08,2.25,5.08,475.41,8.21,750.04,1233.66,2137707.75,2136474.08,172.63,105.81,333.30,242.76,112.58,128.26,155.37,,97.81,124668.02,19417.44,0.39,0.01,0.61,0.00,0.00,0.00,0.00,0.54,0.02,0.44,111.08,4.28,0.07,6.75,11.11,19244.76,19233.65,1.55,0.95,3.00,2.19,Japan
1994,2.97,0.10,2.27,5.34,506.35,10.64,711.75,1228.74,2191712.05,2190483.31,170.65,105.81,313.69,230.24,111.28,128.26,146.23,,98.48,125014.05,19536.82,0.41,0.01,0.58,0.00,0.00,0.00,0.00,0.56,0.02,0.43,102.18,4.96,0.10,6.97,12.03,21449.52,21437.50,1.67,1.04,3.07,2.25,Japan
1995,2.71,0.12,2.16,4.99,453.34,12.33,687.49,1153.16,2215901.55,2214748.38,167.17,103.68,319.02,231.29,109.02,125.67,148.72,,98.36,125341.35,19871.71,0.39,0.01,0.60,0.00,0.00,0.00,0.00,0.54,0.02,0.43,93.96,4.82,0.13,7.32,12.27,23583.46,23571.18,1.78,1.10,3.40,2.46,Japan
1996,2.73,0.12,2.42,5.27,452.02,11.10,748.37,1211.49,2260895.35,2259683.87,165.51,92.54,309.34,229.87,107.93,112.16,144.20,,98.49,125645.31,20343.36,0.37,0.01,0.62,0.00,0.00,0.00,0.00,0.52,0.02,0.46,108.78,4.16,0.10,6.88,11.14,20784.11,20772.97,1.52,0.85,2.84,2.11,Japan
1997,2.65,0.16,2.44,5.24,438.49,14.40,770.57,1223.46,2302232.14,2301008.68,165.59,90.40,316.26,233.31,107.98,109.58,147.43,,100.23,125956.50,20617.44,0.36,0.01,0.63,0.00,0.00,0.00,0.00,0.50,0.03,0.46,121.06,3.62,0.12,6.37,10.11,19017.28,19007.18,1.37,0.75,2.61,1.93,Japan
1998,2.44,0.33,2.36,5.13,402.06,29.28,579.32,1010.66,2277654.59,2276643.93,165.04,88.35,245.50,197.11,107.62,107.09,114.45,,100.89,126246.10,20154.49,0.40,0.03,0.57,0.00,0.00,0.00,0.00,0.48,0.06,0.46,130.99,3.07,0.22,4.42,7.72,17388.00,17380.29,1.26,0.67,1.87,1.50,Japan
1999,2.30,0.21,2.55,5.05,374.93,18.20,613.45,1006.58,2283714.48,2282707.90,163.10,87.56,240.97,199.23,106.36,106.13,112.33,,100.56,126494.40,20070.40,0.37,0.02,0.61,0.00,0.00,0.00,0.00,0.45,0.04,0.50,113.73,3.30,0.16,5.39,8.85,20080.14,20071.29,1.43,0.77,2.12,1.75,Japan
2000,2.13,0.19,2.51,4.83,346.34,16.19,575.03,937.56,2273885.22,2272947.66,162.27,87.00,229.09,194.09,105.81,105.46,106.80,,99.90,126729.00,20480.95,0.37,0.02,0.61,0.00,0.00,0.00,0.00,0.44,0.04,0.52,107.77,3.21,0.15,5.34,8.70,21100.31,21091.61,1.51,0.81,2.13,1.80,Japan
2001,1.89,0.19,2.61,4.69,304.62,16.18,581.10,901.89,2282297.67,2281395.78,161.09,85.98,222.67,192.35,105.05,104.21,103.80,,99.10,126972.00,20499.91,0.34,0.02,0.64,0.00,0.00,0.00,0.00,0.40,0.04,0.56,121.53,2.51,0.13,4.78,7.42,18779.88,18772.45,1.33,0.71,1.83,1.58,Japan
2002,1.69,0.19,2.69,4.57,274.99,15.97,570.54,861.50,2272545.94,2271684.44,162.80,84.95,211.91,188.53,106.16,102.97,98.79,,97.80,127187.00,20516.85,0.32,0.02,0.66,0.00,0.00,0.00,0.00,0.37,0.04,0.59,125.39,2.19,0.13,4.55,6.87,18124.11,18117.24,1.30,0.68,1.69,1.50,Japan
2003,1.56,0.18,2.87,4.61,250.75,15.07,606.21,872.03,2257527.60,2256655.57,161.25,83.29,211.26,189.34,105.15,100.96,98.48,,97.97,127358.00,20833.00,0.29,0.02,0.70,0.00,0.00,0.00,0.00,0.34,0.04,0.62,115.94,2.16,0.13,5.23,7.52,19472.13,19464.61,1.39,0.72,1.82,1.63,Japan
2004,1.51,0.18,2.94,4.63,240.29,15.44,617.98,873.72,2263879.04,2263005.32,159.54,83.68,209.95,188.54,104.04,101.44,97.87,,97.96,127480.00,21301.18,0.28,0.02,0.71,0.00,0.00,0.00,0.00,0.33,0.04,0.64,108.15,2.22,0.14,5.71,8.08,20933.37,20925.29,1.48,0.77,1.94,1.74,Japan
2005,1.48,0.17,2.90,4.56,236.77,14.52,607.36,858.64,2282730.50,2281871.86,159.70,82.97,209.09,188.20,104.14,100.57,97.47,,97.69,127537.00,21575.02,0.28,0.02,0.71,0.00,0.00,0.00,0.00,0.32,0.04,0.64,110.13,2.15,0.13,5.51,7.80,20726.97,20719.18,1.45,0.75,1.90,1.71,Japan
2006,1.44,0.18,2.91,4.53,228.20,15.23,606.96,850.39,2301166.92,2300316.53,158.31,83.53,208.65,187.61,103.23,101.25,97.27,,97.92,127515.00,21938.17,0.27,0.02,0.71,0.00,0.00,0.00,0.00,0.32,0.04,0.64,116.35,1.96,0.13,5.22,7.31,19777.23,19769.92,1.36,0.72,1.79,1.61,Japan
2007,1.41,0.18,2.95,4.54,220.16,14.87,610.40,845.43,2308052.07,2307206.65,156.29,82.58,207.13,186.40,101.92,100.10,96.56,,97.98,127433.00,22410.07,0.26,0.02,0.72,0.00,0.00,0.00,0.00,0.31,0.04,0.65,117.76,1.87,0.13,5.18,7.18,19600.44,19593.26,1.33,0.70,1.76,1.58,Japan
2008,1.28,0.18,3.07,4.53,203.47,14.92,662.11,880.51,2294445.67,2293565.16,158.92,81.87,215.60,194.22,103.64,99.23,100.51,,99.33,127288.00,22175.12,0.23,0.02,0.75,0.00,0.00,0.00,0.00,0.28,0.04,0.68,103.39,1.97,0.14,6.40,8.52,22192.54,22184.02,1.54,0.79,2.09,1.88,Japan
2009,1.20,0.19,3.26,4.66,189.44,15.64,716.67,921.75,2226502.41,2225580.66,157.38,82.58,219.51,197.88,102.63,100.10,102.33,,97.99,127079.00,20963.20,0.21,0.02,0.78,0.00,0.00,0.00,0.00,0.26,0.04,0.70,93.57,2.02,0.17,7.66,9.85,23794.65,23784.80,1.68,0.88,2.35,2.11,Japan
2010,1.15,0.20,3.26,4.62,178.63,16.00,707.87,902.50,2242966.42,2242063.92,154.90,79.02,217.12,195.52,101.01,95.79,101.21,,97.28,127450.46,21934.90,0.20,0.02,0.78,0.00,0.00,0.00,0.00,0.25,0.04,0.71,87.76,2.04,0.18,8.07,10.28,25557.77,25547.49,1.76,0.90,2.47,2.23,Japan
2011,1.21,0.22,3.55,4.97,185.35,17.00,766.77,969.12,2223833.17,2222864.05,153.66,78.47,216.03,194.91,100.20,95.11,100.71,,97.01,127817.28,21772.93,0.19,0.02,0.79,0.00,0.00,0.00,0.00,0.24,0.04,0.71,79.71,2.33,0.21,9.62,12.16,27900.19,27888.03,1.93,0.98,2.71,2.45,Japan
2012,1.19,0.26,3.59,5.04,181.39,20.47,762.59,964.46,2259264.94,2258300.48,152.42,77.60,212.56,191.30,99.39,94.06,99.09,,96.98,127561.49,22199.19,0.19,0.02,0.79,0.00,0.00,0.00,0.00,0.24,0.05,0.71,79.81,2.27,0.26,9.55,12.08,28306.78,28294.69,1.91,0.97,2.66,2.40,Japan
2013,1.21,0.27,3.73,5.21,182.94,20.91,787.36,991.21,2295472.48,2294481.26,151.33,77.36,211.04,190.25,98.69,93.77,98.38,,97.32,127338.62,22596.82,0.18,0.02,0.79,0.00,0.00,0.00,0.00,0.23,0.05,0.72,97.60,1.87,0.21,8.07,10.16,23519.65,23509.49,1.55,0.79,2.16,1.95,Japan
2014,1.21,0.29,3.75,5.24,12886.42,5192.03,17042.52,35120.97,2329689.78,2294568.81,10679.27,18066.96,4549.26,6702.13,100.00,100.00,100.00,100.00,126794.56,22670.07,0.37,0.15,0.49,0.01,0.00,0.01,0.02,0.23,0.05,0.71,,105.85,121.74,49.05,161.01,331.81,22009.77,21677.96,100.89,170.69,42.98,63.32,Japan
1970,2.87,0.57,2.03,5.47,,,,,2518.76,,,,,,,,,,22.99,13032.34,11966.77,,,,,,,,0.52,,0.37,3.62,,,,,696.46,,,,,,Netherlands
1971,3.11,0.68,2.10,5.89,,,,,2755.26,,,,,,,,,,24.71,13193.78,12319.37,,,,,,,,0.53,,0.36,3.49,,,,,789.38,,,,,,Netherlands
1972,3.28,0.86,2.27,6.41,,,,,3007.35,,,,,,,,,,26.63,13329.87,12597.19,,,,,,,,0.51,,0.36,3.21,,,,,936.87,,,,,,Netherlands
1973,3.66,0.98,2.54,7.18,,,,,3404.74,,,,,,,,,,28.77,13438.40,13081.24,,,,,,,,0.51,,0.35,2.78,,,,,1224.95,,,,,,Netherlands
1974,3.77,1.14,2.73,7.64,,,,,3802.04,,,,,,,,,,31.53,13540.58,13497.42,,,,,,,,0.49,,0.36,2.68,,,,,1416.93,,,,,,Netherlands
1975,3.93,1.13,3.42,8.48,,,,,4253.13,,,,,,,,,,34.75,13653.44,13373.63,,,,,,,,0.46,,0.40,2.52,,,,,1685.61,,,,,,Netherlands
1976,4.17,1.25,2.47,7.89,,,,,4844.76,,,,,,,,,,37.90,13769.91,13884.91,,,,,,,,0.53,,0.31,2.64,,,,,1833.54,,,,,,Netherlands
1977,4.18,1.28,2.90,8.36,,,,,5309.40,,,,,,,,,,40.35,13852.99,14176.87,,,,,,,,0.50,,0.35,2.45,,,,,2163.66,,,,,,Netherlands
1978,4.23,1.34,3.00,8.57,,,,,5745.28,,,,,,,,,,42.00,13936.75,14424.02,,,,,,,,0.49,,0.35,2.16,,,,,2659.11,,,,,,Netherlands
1979,4.24,1.31,3.40,8.95,,,,,6057.97,,,,,,,,,,43.77,14030.00,14647.25,,,,,,,,0.47,,0.38,2.01,,,,,3018.12,,,,,,Netherlands
1980,4.31,1.77,2.70,8.78,,,,,6414.67,,,,,,,,,,46.63,14143.90,14704.50,,,,,,,,0.49,,0.31,1.99,,,,,3227.51,,,,,,Netherlands
1981,4.47,1.81,2.52,8.79,,,,,6563.80,,,,,,,,,,49.77,14246.05,14525.08,,,,,,,,0.51,0.07,0.29,2.50,,,,,2625.73,,,,,,Netherlands
1982,4.10,2.03,2.57,8.70,,,,,6760.80,,,,,,,,,,52.70,14310.40,14291.49,,,,,,,,0.47,0.08,0.30,2.67,,,,,2530.33,,,,,,Netherlands
1983,4.38,1.90,2.63,8.91,,,,,7009.34,,,,,,,,,,54.16,14362.38,14483.25,,,,,,,,0.49,0.10,0.30,2.85,,,,,2455.71,,,,,,Netherlands
1984,4.17,2.08,2.36,8.61,,,,,7215.54,,,,,,,,,,55.95,14420.02,14899.70,,,,,,,,0.48,0.11,0.27,3.21,,,,,2249.02,,,,,,Netherlands
1985,4.22,2.05,2.23,8.50,,,,,7484.11,,,,,,,,,,57.20,14491.38,15282.88,,,,,,,,0.50,0.13,0.26,3.32,,,,,2255.34,,,,,,Netherlands
1986,4.30,2.10,2.20,8.59,,,,,7606.85,,,,,,,,,,57.31,14571.88,15617.07,,,,,,,,0.50,0.13,0.26,2.45,,,,,3106.74,,,,,,Netherlands
1987,4.21,2.01,2.06,8.29,,,,,7679.77,,,,,,,,,,56.91,14665.28,15737.04,,,,,,,,0.51,0.15,0.25,2.03,,,,,3789.86,,,,,,Netherlands
1988,4.17,2.03,2.09,8.29,,,,,7812.40,,,,,,,,,,57.33,14761.34,16043.53,,,,,,,,0.50,0.15,0.25,1.98,,,,,3950.05,,,,,,Netherlands
1989,4.27,2.00,1.92,8.20,,,,,8147.64,,,,,,,,,,57.95,14848.91,16695.24,,,,,,,,0.52,0.16,0.23,2.12,,,,,3839.78,,,,,,Netherlands
1990,4.26,1.87,1.98,8.11,,,,,8535.25,,,,,,,,,,59.37,14951.51,17262.07,,,,,,,,0.52,0.16,0.24,1.82,,,,,4685.84,,,,,,Netherlands
1991,4.19,2.01,2.02,8.22,,,,,9011.35,,,,,,,,,,61.23,15066.22,17547.90,,,,,,,,0.51,0.22,0.25,1.87,,,,,4813.76,,,,,,Netherlands
1992,4.15,2.15,1.91,8.21,,,,,9290.19,,,,,,,,,,63.18,15174.24,17719.67,,,,,,,,0.51,0.22,0.23,1.76,,,,,5282.42,,,,,,Netherlands
1993,4.03,2.01,1.88,7.91,,,,,9506.83,,,,,,,,,,64.81,15274.94,17823.66,,,,,,,,0.51,0.26,0.24,1.86,,,,,5115.32,,,,,,Netherlands
1994,4.07,2.07,1.77,7.91,,,,,9870.69,,,,,,,,,,66.63,15382.20,18222.90,,,,,,,,0.51,0.24,0.22,1.82,,,,,5426.44,,,,,,Netherlands
1995,4.12,2.15,1.74,8.01,,,,,10297.01,,,,,,,,,,67.91,15459.05,18696.70,,,,,,,,0.51,0.26,0.22,1.60,,,,,6417.98,,,,,,Netherlands
